pressure,temperature,X,cpx,cpx_Al2O3,cpx_CaO,cpx_Cr2O3,cpx_FeO,cpx_K2O,cpx_MgO,cpx_Na2O,cpx_O,cpx_SiO2,cpx_TiO2,cpx_xAlM1,cpx_xAlT,cpx_xCaM2,cpx_xCrM1,cpx_xFe3M1,cpx_xFeM1,cpx_xFeM2,cpx_xKM2,cpx_xMgM1,cpx_xMgM2,cpx_xNaM2,cpx_xSiT,cpx_xTiM1,liq,liq_Al2O3,liq_AlM,liq_CaM,liq_CaO,liq_Cr2O3,liq_FeO,liq_K2O,liq_MgO,liq_Na2O,liq_O,liq_SiO2,liq_TiO2,liq_feM,liq_mgM,liq_pct,liq_pek,liq_phm,liq_pjd,liq_pkj,liq_pol,liq_pq,liq_psl,liq_pti,liq_pwo,liq_sumM,ol,ol_Al2O3,ol_CaO,ol_Cr2O3,ol_FeO,ol_K2O,ol_MgO,ol_Na2O,ol_O,ol_SiO2,ol_TiO2,ol_xCaM2,ol_xFeM1,ol_xFeM2,ol_xMgM1,ol_xMgM2,pig,pig_Al2O3,pig_CaO,pig_Cr2O3,pig_FeO,pig_K2O,pig_MgO,pig_Na2O,pig_O,pig_SiO2,pig_TiO2,pig_xAlM1,pig_xAlT,pig_xCaM2,pig_xCrM1,pig_xFe3M1,pig_xFeM1,pig_xFeM2,pig_xKM2,pig_xMgM1,pig_xMgM2,pig_xNaM2,pig_xSiT,pig_xTiM1,pl,pl_Al2O3,pl_CaO,pl_Cr2O3,pl_FeO,pl_K2O,pl_MgO,pl_Na2O,pl_O,pl_SiO2,pl_TiO2,pl_x(Ca),pl_x(K),pl_x(Na),opx,opx_Al2O3,opx_CaO,opx_Cr2O3,opx_FeO,opx_K2O,opx_MgO,opx_Na2O,opx_O,opx_SiO2,opx_TiO2,opx_xAlM1,opx_xAlT,opx_xCaM2,opx_xCrM1,opx_xFe3M1,opx_xFeM1,opx_xFeM2,opx_xMgM1,opx_xMgM2,opx_xNaM2,opx_xSiT,opx_xTiM1,spn,spn_Al2O3,spn_CaO,spn_Cr2O3,spn_FeO,spn_K2O,spn_MgO,spn_Na2O,spn_O,spn_SiO2,spn_TiO2,spn_xAlM,spn_xAlT,spn_xCrM,spn_xFe3M,spn_xFe3T,spn_xFeM,spn_xFeT,spn_xMgM,spn_xMgT,spn_xTiM,g,g_Al2O3,g_CaO,g_Cr2O3,g_FeO,g_K2O,g_MgO,g_Na2O,g_O,g_SiO2,g_TiO2,g_xAlM2,g_xCaM1,g_xCrM2,g_xFe3M2,g_xFeM1,g_xMgM1,g_xMgM2,g_xTiM2 
20,1260,,0.66346,4.350341519,14.86126618,0.036288657,4.989133298,0.043530473,22.94732335,2.030811935,0.353787881,49.71222405,0.67529265,0.20203,0.062981,0.56024,0.0027364,0.026674,0.089439,0.071966,0.003281,0.65366,0.2114,0.15311,0.93702,0.025457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06324,45.75110629,0,0.042931548,14.06636695,0,37.58724701,0,0.754976409,0,1.797371796,0.80968,0.27328,0.0008876,0.0025785,0.026074,0.050884,0.15795,0.11738,0.54269,0.018588,0.2733,13.52791432,7.77132337,0.048052506,8.791709114,0,26.7378458,0,0.177723397,42.52434129,0.421090202,0.95436,0.18275,0.0033903,0.012538,0.19839,0.61886,0.014853,0.014853
20,1270,,0.67502,4.488548013,14.745761,0.036404828,5.049198297,0.042804218,23.01629534,1.998070093,0.351860231,49.59219158,0.6788664,0.20571,0.066183,0.55532,0.0027425,0.026501,0.08978,0.073871,0.0032249,0.6497,0.21709,0.15049,0.93382,0.025566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06324,45.92953795,0,0.042406193,14.11129012,0,37.47976508,0,0.745206551,0,1.691794111,0.81121,0.27515,0.00087575,0.0025187,0.02575,0.050953,0.15881,0.11697,0.54029,0.017474,0.26175,13.52739294,7.772382219,0.048364413,8.787552939,0,26.74087079,0,0.177355079,42.52439554,0.421686081,0.95433,0.18277,0.0034116,0.012512,0.19831,0.61892,0.014875,0.014875
20,1280,,0.68725,4.630536582,14.6281948,0.036548824,5.110243213,0.042104245,23.08638999,1.9645192,0.349858629,49.46959018,0.682014337,0.2095,0.069455,0.55033,0.0027496,0.026324,0.090108,0.075819,0.0031675,0.64566,0.22287,0.14781,0.93055,0.025658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06324,46.10431691,0,0.041878381,14.15726786,0,37.3724321,0,0.735246716,0,1.588858024,0.81269,0.277,0.00086432,0.0024584,0.025422,0.051034,0.15967,0.11656,0.53791,0.01639,0.24952,13.52752025,7.77192275,0.04866249,8.784210276,0,26.74419874,0,0.17686044,42.52475118,0.421873882,0.95433,0.18276,0.0034332,0.012477,0.19825,0.61899,0.014881,0.014881
20,1290,,0.70019,4.776296533,14.50852825,0.036694074,5.172294511,0.041350683,23.15755302,1.930257311,0.347808733,49.34448258,0.684734307,0.21341,0.072793,0.54524,0.0027577,0.026142,0.090425,0.077812,0.0031089,0.64153,0.22875,0.14508,0.92721,0.025733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06324,46.27502289,0,0.041396453,14.20441889,0,37.2651552,0,0.725190154,0,1.488816406,0.81412,0.27881,0.0008533,0.0023978,0.025089,0.051129,0.16055,0.11616,0.53555,0.015339,0.23657,13.52830852,7.769915461,0.048975088,8.781665655,0,26.74788262,0,0.176211092,42.52540219,0.421639363,0.95437,0.18271,0.0034551,0.012431,0.19822,0.61907,0.014873,0.014873
20,1300,,0.7139,4.925777956,14.38676443,0.036840644,5.235313955,0.04062327,23.22977108,1.895255362,0.345684051,49.21699646,0.686972797,0.21744,0.076195,0.54008,0.0027668,0.025955,0.09073,0.07985,0.0030492,0.63732,0.23472,0.1423,0.9238,0.025789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06324,46.44135558,0,0.040960646,14.25279861,0,37.15805999,0,0.714892037,0,1.391933134,0.8155,0.2806,0.0008427,0.0023367,0.024753,0.051237,0.16143,0.11576,0.53322,0.014323,0.22286,13.52974555,7.766262113,0.049288045,8.779977005,0,26.75195469,0,0.175421213,42.52635465,0.420996736,0.95445,0.18262,0.0034773,0.012375,0.19821,0.61917,0.01485,0.01485
20,1310,,0.72842,5.078941186,14.2628827,0.037041808,5.29937861,0.039841944,23.30300385,1.859557413,0.343483429,49.08719546,0.688673607,0.22158,0.07966,0.53483,0.002777,0.025761,0.091023,0.081933,0.0029884,0.63303,0.24079,0.13946,0.92034,0.025824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06324,46.60314421,0,0.040522443,14.30247644,0,37.05108503,0,0.704448372,0,1.298323499,0.81682,0.28236,0.00083252,0.0022752,0.024411,0.05136,0.16233,0.11537,0.5309,0.013345,0.20834,13.53183526,7.76089384,0.049615557,8.779161012,0,26.75646516,0,0.174476652,42.52762063,0.419931902,0.95457,0.18249,0.0035,0.012308,0.19823,0.61928,0.014812,0.014812
20,1320,,0.74381,5.235737124,14.13680528,0.037217717,5.36445062,0.039059914,23.37726483,1.823160847,0.341206901,48.95523408,0.689862684,0.22584,0.083184,0.5295,0.0027883,0.025559,0.091306,0.084062,0.0029266,0.62866,0.24694,0.13657,0.91682,0.025839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06324,46.76009035,0,0.040081859,14.35363985,0,36.94422339,0,0.693761938,0,1.208202609,0.81808,0.28408,0.00082277,0.0022132,0.024064,0.051498,0.16324,0.11498,0.52862,0.012404,0.19295,13.53460032,7.753722012,0.049943436,8.779256533,0,26.76144531,0,0.173391475,42.52918211,0.418458799,0.95473,0.18232,0.0035232,0.012231,0.19828,0.61941,0.014759,0.014759
20,1330,0.003705056,0.75585,5.377616379,14.02705295,0.037463692,5.419729631,0.036154333,23.49008228,1.773806947,0.338669638,48.81257198,0.686852168,0.2292,0.086646,0.52493,0.0028045,0.025348,0.091351,0.086123,0.0027069,0.62559,0.25347,0.13276,0.91335,0.025704,0.00348,10.66953431,0.14473,0.30724,10.62775046,0.003025844,9.148452672,0.541660094,12.8921698,5.121428144,0.358681521,49.09826446,1.539032709,0.24374,0.3727,0.023253,0.00017889,0.0211,0.30128,0.031863,0.1568,0.0069169,0.124,0.045268,0.28934,1.0684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0629,46.89585881,0,0.040072306,14.36991906,0,36.88026863,0,0.68659167,0,1.127289533,0.8191,0.28574,0.00082195,0.0021675,0.023832,0.05147,0.16366,0.11488,0.52676,0.011562,0.17777,13.53598934,7.7448193,0.050582485,8.760665313,0,26.7876932,0,0.172913278,42.53011664,0.417220444,0.95481,0.1821,0.0035675,0.012197,0.19786,0.62004,0.014715,0.014715
20,1340,0.04949326,0.72027,5.34224316,14.09963854,0.038263442,5.334537143,0.021011563,24.01445638,1.590239329,0.334078515,48.58009298,0.645438944,0.22261,0.089047,0.52878,0.0028707,0.025057,0.08847,0.086535,0.0015764,0.63679,0.26383,0.11928,0.91095,0.024206,0.04676,10.38916128,0.15314,0.32087,11.07190394,0.003356417,9.54636161,0.318079831,13.7913475,4.786826843,0.380563431,48.22496401,1.487435135,0.2546,0.39968,0.02369,0.00019758,0.022449,0.28238,0.018764,0.16648,0.0071085,0.13217,0.043873,0.30288,1.1283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05825,46.90321694,0,0.044649908,13.90859248,0,37.34696683,0,0.714593501,0,1.08198035,0.81861,0.28722,0.00091648,0.002273,0.024774,0.049027,0.15796,0.11807,0.53004,0.011098,0.17473,13.52016514,7.726620641,0.05445804,8.494291899,0,27.08147855,0,0.179419539,42.52319605,0.420370142,0.95384,0.1817,0.0038418,0.012658,0.19132,0.62698,0.014828,0.014828
20,1350,0.106708473,0.67223,5.310661979,14.17256758,0.039431065,5.179650804,0.013622608,24.62571086,1.390756528,0.327847218,48.34064928,0.599102079,0.21606,0.091568,0.53267,0.0029641,0.024644,0.084241,0.085789,0.0010242,0.64957,0.27597,0.10454,0.90843,0.022517,0.10137,10.15573532,0.16174,0.3338,11.49374015,0.003720062,9.768679784,0.208120557,14.73756654,4.378242372,0.400752129,47.43447618,1.418966905,0.26042,0.428,0.02423,0.00022021,0.023699,0.25892,0.012308,0.17523,0.0073399,0.14045,0.041958,0.31563,1.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0515,46.96999692,0,0.050613012,13.21277554,0,38.02714574,0,0.740276255,0,0.999192532,0.81873,0.28911,0.0010384,0.002347,0.025671,0.045367,0.14988,0.12227,0.53534,0.010246,0.1749,13.50930031,7.68872738,0.059186358,8.118636333,0,27.50072282,0,0.184673908,42.5189351,0.419817792,0.95317,0.18083,0.0041765,0.01303,0.18226,0.63691,0.01481,0.01481
20,1360,0.170631902,0.61721,5.301396996,14.21176587,0.040952194,4.974894871,0.009667055,25.27974704,1.199272528,0.319862664,48.10884254,0.553598243,0.21071,0.094263,0.53512,0.0030842,0.024088,0.079159,0.084076,0.00072711,0.66212,0.28976,0.090315,0.90574,0.020845,0.16294,9.98071874,0.17066,0.34591,11.89402598,0.004151952,9.816092156,0.14940276,15.69225192,3.963223832,0.416984252,46.74524095,1.337907457,0.26122,0.45637,0.024855,0.00024656,0.024705,0.23482,0.0088516,0.18274,0.0076613,0.14898,0.039635,0.3275,1.2342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04325,47.09898843,0,0.057729874,12.36082977,0,38.83961489,0,0.758003493,0,0.884833537,0.81945,0.2914,0.0011828,0.0023632,0.02634,0.040937,0.14036,0.127,0.5419,0.0090662,0.17659,13.50611334,7.630706791,0.06457176,7.669781493,0,28.00787333,0,0.18742251,42.51871816,0.414812614,0.95295,0.17947,0.0045556,0.013224,0.17157,0.64896,0.014634,0.014634
20,1370,0.239674207,0.55756,5.314833826,14.19024299,0.042909042,4.73784246,0.007239906,25.96959717,1.024115253,0.309883904,47.8914502,0.511885248,0.2067,0.097063,0.53508,0.0032358,0.023369,0.073626,0.081657,0.00054607,0.67377,0.30548,0.077234,0.90294,0.019302,0.23001,9.861286569,0.17991,0.35723,12.27453547,0.004686378,9.710344725,0.114057686,16.64213904,3.565255123,0.428415906,46.15135384,1.247925266,0.25766,0.48434,0.025536,0.00027746,0.025415,0.21149,0.0067665,0.18905,0.0080871,0.15782,0.037014,0.33853,1.2791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,47.26864912,0,0.066248914,11.41972986,0,39.72408988,0,0.766454989,0,0.75482723,0.82052,0.29397,0.0013562,0.0023204,0.026734,0.036135,0.1301,0.13194,0.5492,0.0077249,0.17842,13.51055378,7.551875924,0.070686905,7.175550013,0,28.57563832,0,0.187383373,42.52270181,0.405609878,0.95318,0.1776,0.0049868,0.01322,0.15993,0.66247,0.014308,0.014308
20,1380,0.31422089,0.49374,5.345339968,14.07443357,0.045406355,4.481771494,0.005616189,26.7159708,0.866853414,0.297419573,47.69108419,0.476104442,0.2038,0.099878,0.53128,0.0034289,0.022454,0.067923,0.078801,0.00042417,0.68443,0.32405,0.065443,0.90012,0.017972,0.303,9.789715241,0.18948,0.36777,12.63490883,0.005289716,9.476072119,0.090599028,17.58709417,3.189597924,0.43503706,45.63943743,1.152248483,0.2505,0.51192,0.026237,0.00031499,0.025824,0.18934,0.0053772,0.19435,0.0086198,0.16697,0.034199,0.34877,1.3197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02404,47.45380211,0,0.077247201,10.43800973,0,40.64039349,0,0.76625897,0,0.624288497,0.82164,0.29672,0.0015788,0.0022287,0.026868,0.031256,0.11952,0.13692,0.55689,0.0063807,0.17923,13.52127168,7.449990906,0.077972522,6.654543594,0,29.18819122,0,0.184681462,42.53046635,0.392882271,0.95376,0.17517,0.0055003,0.013027,0.14778,0.67705,0.013857,0.013857
20,1390,0.395806755,0.42509,5.385653047,13.80938036,0.048733072,4.21693285,0.004447124,27.56944529,0.726681317,0.281571804,47.50831321,0.448841921,0.20164,0.10263,0.52168,0.0036811,0.021274,0.062243,0.075787,0.00033573,0.6942,0.34729,0.054905,0.89737,0.016956,0.38346,9.757045584,0.19926,0.37748,12.97104163,0.006130109,9.134805817,0.07372972,18.53334106,2.836489105,0.436888168,45.19678998,1.053738828,0.24041,0.53936,0.026917,0.00036332,0.025942,0.16843,0.0043785,0.19888,0.0092589,0.17636,0.031285,0.35819,1.3565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01346,47.63377006,0,0.092834636,9.449341193,0,41.5613561,0,0.758794551,0,0.503903464,0.82255,0.29956,0.0018948,0.0021009,0.026776,0.026504,0.1089,0.14181,0.56476,0.0051428,0.178,13.53618044,7.320817165,0.087309246,6.118907621,0,29.83833538,0,0.179610022,42.54145488,0.377385246,0.95456,0.17209,0.0061575,0.012666,0.13539,0.69252,0.013306,0.013306
20,1400,0.486614488,0.3502,5.427421407,13.28994134,0.053177332,3.953403958,0.003545155,28.63292455,0.601935655,0.260568929,47.34205935,0.435022327,0.19973,0.10528,0.50233,0.0040199,0.019698,0.056764,0.07297,0.00026782,0.70334,0.37892,0.045505,0.89472,0.016443,0.47361,9.754160024,0.2091,0.38621,13.27409251,0.007240096,8.705154342,0.060951503,19.48905803,2.506386438,0.434136344,44.81383525,0.954985463,0.22802,0.56704,0.027523,0.00043077,0.025784,0.14886,0.0036203,0.20287,0.010003,0.18589,0.028359,0.36666,1.3904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00223,47.79254825,0,0.117879233,8.479652219,0,42.46531932,0,0.745342102,0,0.399258877,0.82306,0.30241,0.002403,0.0019488,0.02649,0.022029,0.098415,0.14649,0.57268,0.0040694,0.17396,13.55236367,7.157887211,0.100415934,5.577871784,0,30.52406082,0,0.172419223,42.55513514,0.359846223,0.9554,0.1682,0.0070793,0.012155,0.12297,0.70883,0.012684,0.012684
20,1410,0.572177904,0.31389,5.422974911,12.04520362,0.059566111,3.826957406,0.002881805,30.25543366,0.494745069,0.225891192,47.21749853,0.448847701,0.19616,0.10703,0.45559,0.0045061,0.017088,0.05373,0.073931,0.00021761,0.71154,0.43283,0.037427,0.89297,0.016977,0.55798,9.888090581,0.22057,0.39236,13.52776455,0.009187854,8.292139993,0.052357259,19.97882064,2.231094807,0.424972048,44.72853606,0.867036208,0.21585,0.57947,0.027592,0.00054478,0.025161,0.1321,0.0031004,0.20295,0.012462,0.19754,0.025668,0.37289,1.4082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12813,13.56711602,6.922786007,0.123773985,5.192632312,0,31.1205434,0,0.162799262,42.57302871,0.337320297,0.95604,0.16261,0.0087218,0.011472,0.11432,0.72307,0.011885,0.011885
20,1420,0.669263698,0.28111,5.373622249,10.14301114,0.070949543,3.711960704,0.002271653,32.5234185,0.393973357,0.182577529,47.10185908,0.496356242,0.19005,0.10841,0.38399,0.0053728,0.013824,0.051284,0.075419,0.00017259,0.72068,0.51059,0.029829,0.89159,0.018791,0.65391,10.02518041,0.2317,0.3969,13.7114242,0.012998087,7.855447738,0.045120962,20.48264874,1.975472205,0.41048905,44.70512453,0.776094082,0.20362,0.5929,0.027474,0.00076896,0.024254,0.11672,0.0026655,0.20323,0.015349,0.209,0.022928,0.3776,1.4251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06498,13.56267124,6.653102207,0.170017176,4.813409876,0,31.74278183,0,0.151276243,42.59302957,0.31371186,0.95527,0.1562,0.011975,0.010655,0.10591,0.73789,0.011048,0.011048
20,1430,0.80020572,0.1023,5.123239158,9.834890621,0.084662693,3.379814812,0.001870853,33.42005133,0.330693059,0.140313987,47.19999157,0.484471919,0.18013,0.10437,0.37324,0.0064265,0.01065,0.04749,0.070126,0.00014281,0.73692,0.53139,0.0251,0.89563,0.018386,0.78408,9.997459091,0.23716,0.4063,14.08064602,0.018037739,7.27046553,0.038181579,20.97055263,1.740115251,0.358988365,44.75618141,0.769372395,0.18907,0.60511,0.026952,0.0010625,0.021135,0.10245,0.0022486,0.20256,0.018378,0.21501,0.022649,0.38756,1.4376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11362,5.039193406,2.274075471,0.141231117,3.901788359,0,41.2352095,0.057956444,0.292405869,46.90851304,0.149626799,0.17205,0.10604,0.086676,0.010767,0.022289,0.033967,0.09246,0.75523,0.81645,0.0044188,0.89396,0.0057031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1440,0.857898733,,,,,,,,,,,,,,,,,,,,,,,,,0.84364,9.733337673,0.23298,0.41067,14.18096474,0.019597552,7.003174939,0.035634995,21.36767177,1.652636447,0.339566575,44.89795711,0.769458199,0.18314,0.61879,0.024606,0.0011563,0.020029,0.097484,0.0021025,0.20418,0.021436,0.21267,0.022694,0.39364,1.4456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15636,4.594387031,2.269468631,0.142491796,3.672096929,0,41.68714676,0.054744235,0.268024637,47.17594222,0.135697762,0.15701,0.097315,0.08685,0.010906,0.020514,0.032754,0.087259,0.77362,0.8217,0.0041903,0.90269,0.0051929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1450,0.876180339,,,,,,,,,,,,,,,,,,,,,,,,,0.86341,9.634588469,0.2328,0.40594,13.92401733,0.021617793,6.939412846,0.03480431,21.79764936,1.614791832,0.338802421,44.93809757,0.756218067,0.18256,0.63549,0.022742,0.0012818,0.020092,0.095763,0.0020631,0.208,0.023484,0.21402,0.022423,0.39013,1.4568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13659,4.448336307,2.099022241,0.148071714,3.57608587,0,42.02794051,0.051958192,0.262296229,47.26227822,0.124010713,0.15197,0.094472,0.080433,0.011348,0.020101,0.032092,0.08484,0.77974,0.83075,0.0039821,0.90553,0.0047524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1460,0.894730918,,,,,,,,,,,,,,,,,,,,,,,,,0.88359,9.530487668,0.23248,0.40108,13.6620312,0.023809452,6.872078522,0.033970387,22.23755864,1.577728303,0.337725339,44.98209093,0.742519556,0.18192,0.65284,0.021003,0.00142,0.020142,0.094096,0.0020252,0.21198,0.025658,0.21514,0.022142,0.3864,1.4683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11641,4.304641112,1.94775341,0.15403132,3.481446654,0,42.34615503,0.049493313,0.256875244,47.34586573,0.113738186,0.14693,0.091698,0.074733,0.011821,0.019712,0.031427,0.08244,0.78574,0.83903,0.0037983,0.9083,0.0043638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1470,0.913642024,,,,,,,,,,,,,,,,,,,,,,,,,0.90428,9.420643006,0.23201,0.3961,13.39559294,0.026234103,6.80103283,0.033134305,22.68749883,1.54124521,0.336343199,45.02985421,0.728421367,0.18121,0.67085,0.019379,0.0015731,0.020181,0.092472,0.0019883,0.21611,0.027963,0.216,0.021852,0.38248,1.4802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09572,4.163507288,1.812227125,0.160474285,3.38805077,0,42.64531903,0.047322344,0.251709058,47.42680199,0.104588107,0.14192,0.088993,0.069621,0.012331,0.019341,0.03076,0.080059,0.79164,0.84668,0.0036351,0.91101,0.0040176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1480,0.933045329,,,,,,,,,,,,,,,,,,,,,,,,,0.92562,9.304933998,0.23139,0.39099,13.12513043,0.028885172,6.726104311,0.032330192,23.14739056,1.505175812,0.334730112,45.08133892,0.713980489,0.18042,0.68955,0.017863,0.0017436,0.02021,0.090878,0.0019524,0.22041,0.030403,0.21662,0.021554,0.37837,1.4923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07438,4.025161713,1.689805144,0.167477841,3.295871367,0,42.92798687,0.045366165,0.246771138,47.50518591,0.096373853,0.13693,0.086361,0.064998,0.012885,0.018984,0.030089,0.077702,0.79741,0.85381,0.0034894,0.91364,0.0037066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1490,0.953022087,,,,,,,,,,,,,,,,,,,,,,,,,0.9477,9.183244664,0.2306,0.38576,12.85098774,0.031821594,6.64722489,0.031558333,23.61721683,1.469453409,0.332859794,45.13638037,0.699252374,0.17955,0.70894,0.016448,0.0019347,0.020229,0.089308,0.0019171,0.22486,0.032979,0.217,0.021249,0.37407,1.5049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0523,3.889829747,1.578486529,0.175171003,3.204829589,0,43.19614115,0.043623968,0.242009154,47.58097309,0.088935767,0.13199,0.083806,0.060789,0.013492,0.018639,0.029413,0.075368,0.80304,0.86048,0.003359,0.91619,0.0034251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1500,0.973673937,,,,,,,,,,,,,,,,,,,,,,,,,0.97063,9.055615672,0.22966,0.38041,12.57339116,0.035132981,6.564344175,0.030753614,24.09681277,1.433981207,0.330740247,45.19493575,0.68429242,0.17859,0.72904,0.015128,0.0021499,0.020239,0.087754,0.0018822,0.22948,0.035695,0.21714,0.020938,0.36959,1.5177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02937,3.757788091,1.476722224,0.183656563,3.114899343,0,43.45123388,0.042043114,0.237371115,47.65409281,0.082192861,0.1271,0.081333,0.056936,0.014162,0.018304,0.028732,0.07306,0.80853,0.86676,0.0032421,0.91867,0.0031689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1510,0.995080614,,,,,,,,,,,,,,,,,,,,,,,,,0.9945,8.922070118,0.22855,0.37493,12.29270205,0.038840988,6.477424203,0.029982517,24.58595572,1.398697383,0.328379945,45.25688916,0.669057913,0.17753,0.74987,0.013897,0.002394,0.020241,0.086211,0.0018477,0.23427,0.038551,0.21703,0.020619,0.36494,1.5309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0055,3.629283812,1.383203623,0.193088904,3.026052623,0,43.69438946,0.040648932,0.23285698,47.72446294,0.076012726,0.12228,0.078947,0.05339,0.014907,0.017976,0.028047,0.070779,0.81386,0.87269,0.0031373,0.92105,0.0029344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1520,1.000001312,,,,,,,,,,,,,,,,,,,,,,,,,1,8.891308469,0.22828,0.37368,12.22929193,0.03972864,6.457394598,0.029812682,24.69698811,1.390826443,0.327842291,45.2712063,0.665600539,0.17728,0.75465,0.013225,0.0024526,0.020234,0.08584,0.0018394,0.23529,0.039098,0.21732,0.02054,0.36416,1.5339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
