pressure,temperature,X,cpx,cpx_Al2O3,cpx_CaO,cpx_Cr2O3,cpx_FeO,cpx_K2O,cpx_MgO,cpx_Na2O,cpx_O,cpx_SiO2,cpx_TiO2,cpx_xAlM1,cpx_xAlT,cpx_xCaM2,cpx_xCrM1,cpx_xFe3M1,cpx_xFeM1,cpx_xFeM2,cpx_xKM2,cpx_xMgM1,cpx_xMgM2,cpx_xNaM2,cpx_xSiT,cpx_xTiM1,liq,liq_Al2O3,liq_AlM,liq_CaM,liq_CaO,liq_Cr2O3,liq_FeO,liq_K2O,liq_MgO,liq_Na2O,liq_O,liq_SiO2,liq_TiO2,liq_feM,liq_mgM,liq_pct,liq_pek,liq_phm,liq_pjd,liq_pkj,liq_pol,liq_pq,liq_psl,liq_pti,liq_pwo,liq_sumM,ol,ol_Al2O3,ol_CaO,ol_Cr2O3,ol_FeO,ol_K2O,ol_MgO,ol_Na2O,ol_O,ol_SiO2,ol_TiO2,ol_xCaM2,ol_xFeM1,ol_xFeM2,ol_xMgM1,ol_xMgM2,pig,pig_Al2O3,pig_CaO,pig_Cr2O3,pig_FeO,pig_K2O,pig_MgO,pig_Na2O,pig_O,pig_SiO2,pig_TiO2,pig_xAlM1,pig_xAlT,pig_xCaM2,pig_xCrM1,pig_xFe3M1,pig_xFeM1,pig_xFeM2,pig_xKM2,pig_xMgM1,pig_xMgM2,pig_xNaM2,pig_xSiT,pig_xTiM1,pl,pl_Al2O3,pl_CaO,pl_Cr2O3,pl_FeO,pl_K2O,pl_MgO,pl_Na2O,pl_O,pl_SiO2,pl_TiO2,pl_x(Ca),pl_x(K),pl_x(Na),opx,opx_Al2O3,opx_CaO,opx_Cr2O3,opx_FeO,opx_K2O,opx_MgO,opx_Na2O,opx_O,opx_SiO2,opx_TiO2,opx_xAlM1,opx_xAlT,opx_xCaM2,opx_xCrM1,opx_xFe3M1,opx_xFeM1,opx_xFeM2,opx_xMgM1,opx_xMgM2,opx_xNaM2,opx_xSiT,opx_xTiM1,spn,spn_Al2O3,spn_CaO,spn_Cr2O3,spn_FeO,spn_K2O,spn_MgO,spn_Na2O,spn_O,spn_SiO2,spn_TiO2,spn_xAlM,spn_xAlT,spn_xCrM,spn_xFe3M,spn_xFe3T,spn_xFeM,spn_xFeT,spn_xMgM,spn_xMgT,spn_xTiM,g,g_Al2O3,g_CaO,g_Cr2O3,g_FeO,g_K2O,g_MgO,g_Na2O,g_O,g_SiO2,g_TiO2,g_xAlM2,g_xCaM1,g_xCrM2,g_xFe3M2,g_xFeM1,g_xMgM1,g_xMgM2,g_xTiM2 
10.5,1280,0.575973031,0.26801,4.441983158,16.11462109,0.06327902,3.856985753,0.003845397,26.99021543,0.356104712,0.228604942,47.53133345,0.413027055,0.15662,0.091497,0.61602,0.0048388,0.017479,0.059689,0.070275,0.00029458,0.74559,0.28618,0.027225,0.9085,0.015789,0.55197,11.12481013,0.24312,0.38949,13.88649729,0.008036247,8.004926151,0.053678008,17.07977211,2.402940854,0.391543808,46.13856619,0.909229217,0.20256,0.47905,0.050879,0.00046898,0.022803,0.13994,0.0031266,0.1769,0.024415,0.20152,0.026475,0.35347,1.3142,0.0229,0,0.2359,0,7.3713,0,59.05946667,0,0,33.33333333,0,0.0070772,0.11059,0.11055,0.88941,0.88237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13001,4.933910436,2.008263651,0.096177898,5.239469083,0,40.28871704,0.039524087,0.300608315,46.7737318,0.319597687,0.16253,0.10711,0.076674,0.0073435,0.022953,0.045484,0.1316,0.74949,0.78871,0.0030178,0.89289,0.012202,0.02712,47.18033121,0,0.212287321,8.421235973,0,42.65341049,0,0.616508996,0,0.916226012,0.82163,0.28541,0.0043394,0.0014443,0.022314,0.023067,0.10079,0.14016,0.59149,0.0093636,,,,,,,,,,,,,,,,,,,
10.5,1290,0.702768504,0.14177,4.461977404,16.7599095,0.087223086,3.417471137,0.003138462,26.92666905,0.290987724,0.227930794,47.47080511,0.35388773,0.15627,0.09247,0.64082,0.0066693,0.01743,0.052507,0.060732,0.00024,0.75359,0.27596,0.022252,0.90753,0.013531,0.67614,11.15636777,0.25309,0.4012,14.37429547,0.011206885,7.50288879,0.044655126,17.91894698,2.044032368,0.381930639,45.70174583,0.863930141,0.18809,0.50014,0.05202,0.00064975,0.022152,0.11855,0.0025897,0.17877,0.024431,0.21094,0.025054,0.36484,1.3425,0.04375,0,0.242066667,0,6.530133333,0,59.89446667,0,0,33.33333333,0,0.0072623,0.097964,0.09794,0.90204,0.8948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13265,4.932757162,2.052040394,0.128121521,4.698575126,0,40.78197097,0.032986707,0.290985197,46.78073063,0.301832295,0.16201,0.10726,0.07832,0.0097796,0.022211,0.040395,0.11672,0.75408,0.80244,0.0025175,0.89274,0.01152,0.00569,47.25880401,0,0.367672104,7.410146515,0,43.58002455,0,0.596891303,0,0.786461511,0.82038,0.28778,0.0075023,0.0012827,0.021793,0.018508,0.089823,0.1443,0.6006,0.0080237,,,,,,,,,,,,,,,,,,,
10.5,1300,0.775198299,0.06853,4.118510238,16.93582129,0.106751185,3.170809977,0.002893622,27.2213957,0.264440542,0.217907974,47.65203441,0.309435058,0.14392,0.086028,0.64966,0.0081904,0.016718,0.049164,0.05575,0.00022153,0.77014,0.27408,0.020287,0.91397,0.01187,0.74892,10.90524184,0.25128,0.40941,14.6504119,0.014566602,7.20856958,0.040524149,18.41587856,1.872705846,0.374831121,45.68790606,0.829364337,0.18049,0.51463,0.048921,0.00084316,0.021718,0.10851,0.0023482,0.18016,0.026391,0.21158,0.024027,0.37551,1.3558,0.0509,0,0.24856675,0,6.063168688,0,60.35492012,0,0,33.33334444,0,0.0074573,0.090959,0.090937,0.90904,0.90161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13165,4.572589642,2.148733952,0.155231035,4.367495567,0,41.18290071,0.030455896,0.278386736,46.99125268,0.27295378,0.14917,0.10047,0.082264,0.011887,0.021317,0.03799,0.1079,0.76918,0.8075,0.0023329,0.89953,0.01045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1310,0.824904401,0.01496,3.69120494,16.9361397,0.119672509,2.995811332,0.002778251,27.63102958,0.250769601,0.204629864,47.89434545,0.273618768,0.1289,0.077712,0.65227,0.0092187,0.015762,0.047099,0.052518,0.00021451,0.78848,0.27568,0.019317,0.92229,0.010538,0.80035,10.54580571,0.24519,0.41647,14.85015495,0.017630453,6.997737368,0.037986554,18.79668534,1.76511544,0.367651879,45.82013349,0.801098815,0.17563,0.52716,0.044632,0.0010214,0.021311,0.10232,0.002202,0.18158,0.029166,0.20877,0.023219,0.38578,1.3645,0.05321,0,0.255333333,0,5.735966667,0,60.67536667,0,0,33.33333333,0,0.0076597,0.086051,0.086028,0.91395,0.90631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13148,4.129907709,2.258651412,0.173768433,4.118486188,0,41.52997915,0.029321309,0.264490177,47.25171915,0.243676471,0.13365,0.091911,0.086814,0.013359,0.020332,0.036492,0.10147,0.7868,0.80946,0.0022542,0.90809,0.009366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1320,0.849916898,,,,,,,,,,,,,,,,,,,,,,,,,0.82673,10.36177585,0.24291,0.41545,14.73243571,0.02033009,6.910338797,0.03677304,19.16429224,1.711236348,0.365081642,45.91077945,0.786956819,0.17428,0.54043,0.041153,0.0011824,0.021226,0.099492,0.0021373,0.18419,0.031367,0.20925,0.022877,0.38712,1.3731,0.05555,0,0.251933333,0,5.541966667,0,60.87276667,0,0,33.33333333,0,0.007558,0.083141,0.083118,0.91686,0.90932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11772,3.954466303,2.166381035,0.18738136,3.978652086,0,41.84252016,0.027952633,0.256639465,47.36363284,0.222374109,0.12764,0.0884,0.083392,0.014425,0.019759,0.035538,0.097856,0.79407,0.8166,0.002151,0.9116,0.0085605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1330,0.865789306,,,,,,,,,,,,,,,,,,,,,,,,,0.84378,10.24870362,0.24226,0.41121,14.49092397,0.023022403,6.867390959,0.035972505,19.53618765,1.675667787,0.364281564,45.98005547,0.77779407,0.1742,0.55439,0.038135,0.0013434,0.021265,0.097823,0.0021004,0.18736,0.033381,0.21105,0.022703,0.38484,1.3821,0.05784,0,0.244633252,0,5.396198201,0,61.02584632,0,0,33.33332222,0,0.0073385,0.080955,0.080931,0.91905,0.91173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09837,3.871206587,2.013902843,0.199253662,3.8781902,0,42.13203755,0.02653254,0.251462016,47.42198213,0.205432473,0.12486,0.086683,0.077573,0.01535,0.019371,0.034791,0.095221,0.79771,0.82516,0.0020446,0.91332,0.0079132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1340,0.88184573,,,,,,,,,,,,,,,,,,,,,,,,,0.86111,10.13384817,0.24155,0.40686,14.24572259,0.026060143,6.820935436,0.035201659,19.91697593,1.640902145,0.363170605,46.0493983,0.767785024,0.17406,0.56883,0.035322,0.0015288,0.021293,0.096212,0.0020648,0.19064,0.035477,0.21263,0.022509,0.38232,1.3913,0.06011,0,0.2374,0,5.252866667,0,61.1764,0,0,33.33333333,0,0.0071218,0.078806,0.078781,0.92119,0.9141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07879,3.787378174,1.879043316,0.212538804,3.779049932,0,42.40190641,0.025322006,0.246474443,47.47808648,0.190200436,0.12193,0.085013,0.072425,0.016383,0.019,0.034047,0.092611,0.80131,0.83301,0.0019515,0.91499,0.0073307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1350,0.89814251,,,,,,,,,,,,,,,,,,,,,,,,,0.87878,10.01667726,0.24078,0.4024,13.99752421,0.02960621,6.770892749,0.034461357,20.30660083,1.606781995,0.361759369,46.11859868,0.757097342,0.17385,0.58378,0.032698,0.0017435,0.021311,0.09465,0.0020304,0.19405,0.037655,0.21399,0.022299,0.37958,1.4008,0.06234,0,0.2303,0,5.111866667,0,61.3245,0,0,33.33333333,0,0.0069085,0.076691,0.076665,0.92331,0.91643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05889,3.703642244,1.758621396,0.227470078,3.681188227,0,42.65487891,0.024243078,0.241652927,47.53196391,0.176339223,0.11888,0.0834,0.067826,0.017545,0.018641,0.033305,0.090029,0.80483,0.84028,0.0018698,0.9166,0.0068014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1360,0.914734115,,,,,,,,,,,,,,,,,,,,,,,,,0.89685,9.896817353,0.23992,0.39786,13.74697615,0.033684708,6.717345767,0.033718494,20.70494628,1.573214406,0.360125684,46.18734374,0.745827421,0.17356,0.59923,0.030252,0.0019941,0.021318,0.093127,0.0019969,0.19758,0.039912,0.21511,0.022075,0.37663,1.4106,0.06451,0,0.2233,0,4.9731,0,61.47026667,0,0,33.33333333,0,0.006699,0.074609,0.074584,0.92539,0.91872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03864,3.620699082,1.650285858,0.244358189,3.584576567,0,42.89284336,0.023295653,0.236947114,47.58330269,0.163691483,0.11573,0.081859,0.063686,0.018861,0.018288,0.032564,0.087479,0.80824,0.84704,0.001798,0.91814,0.0063168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1370,0.931688062,,,,,,,,,,,,,,,,,,,,,,,,,0.91539,9.774071404,0.23897,0.39322,13.49457405,0.038453071,6.660313843,0.033007793,21.11201306,1.540105981,0.358245478,46.25514486,0.734070463,0.1732,0.61519,0.027972,0.0022884,0.021316,0.091638,0.0019643,0.20123,0.042242,0.21601,0.021839,0.3735,1.4206,0.06662,0,0.216466595,0,4.836531721,0,61.61367946,0,0,33.33332222,0,0.0064936,0.072561,0.072535,0.92744,0.92097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,3.539203743,1.552237816,0.263618338,3.489194212,0,43.11715024,0.022453787,0.232307348,47.63181176,0.152022757,0.11251,0.080405,0.059936,0.020358,0.01794,0.031823,0.084964,0.8115,0.85336,0.0017348,0.91959,0.0058704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1380,0.947438631,,,,,,,,,,,,,,,,,,,,,,,,,0.93284,9.652088366,0.2379,0.38891,13.2576396,0.043137003,6.607184418,0.032369472,21.5266687,1.509828549,0.355896996,46.29262538,0.722561522,0.17294,0.63148,0.02591,0.00258,0.021285,0.090302,0.001935,0.20501,0.044197,0.21661,0.021608,0.37056,1.4312,0.06716,0,0.2104,0,4.706566667,0,61.7497,0,0,33.33333333,0,0.006312,0.070612,0.070585,0.92939,0.9231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1390,0.954012227,,,,,,,,,,,,,,,,,,,,,,,,,0.94122,9.550034631,0.23665,0.38694,13.11985535,0.042688937,6.594641573,0.032000053,21.94424465,1.4938464,0.352133781,46.15563148,0.714923147,0.17372,0.6472,0.024343,0.0025636,0.021149,0.089725,0.0019227,0.20898,0.043556,0.21663,0.02147,0.36966,1.4445,0.05878,0,0.208266597,0,4.604631798,0,61.85377938,0,0,33.33332222,0,0.0062475,0.069083,0.069056,0.93092,0.9247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1400,0.960848051,,,,,,,,,,,,,,,,,,,,,,,,,0.94994,9.446214224,0.23537,0.38492,12.97965146,0.042202863,6.579303756,0.031660436,22.37166169,1.477630659,0.348297945,46.01623865,0.707138318,0.17445,0.66344,0.022863,0.0025469,0.021012,0.089141,0.0019102,0.21307,0.042933,0.21655,0.02133,0.36865,1.4582,0.05006,0,0.206033333,0,4.5036,0,61.95703333,0,0,33.33333333,0,0.0061806,0.067568,0.06754,0.93243,0.92628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1410,0.967953459,,,,,,,,,,,,,,,,,,,,,,,,,0.95901,9.340622895,0.23405,0.38283,12.83697916,0.041745469,6.561166682,0.031317352,22.80896514,1.461091408,0.344391868,45.87447517,0.699244853,0.17513,0.68022,0.021464,0.00253,0.020873,0.088551,0.0018975,0.21728,0.042328,0.21636,0.021189,0.36753,1.4722,0.04099,0,0.2037,0,4.403533333,0,62.05943333,0,0,33.33333333,0,0.0061112,0.066067,0.066039,0.93393,0.92785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1420,0.975332807,,,,,,,,,,,,,,,,,,,,,,,,,0.96844,9.233245095,0.2327,0.38069,12.6918201,0.041250928,6.540176959,0.030938196,23.25629438,1.444307963,0.340451527,45.73029907,0.691215786,0.17575,0.69757,0.020143,0.0025129,0.020732,0.087952,0.0018847,0.22163,0.041738,0.21607,0.021046,0.3663,1.4867,0.03156,0,0.201300067,0,4.304401435,0,62.16095405,0,0,33.33334444,0,0.0060394,0.064581,0.064551,0.93542,0.92941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1430,0.983013584,,,,,,,,,,,,,,,,,,,,,,,,,0.97826,9.124047158,0.2313,0.37848,12.54419634,0.040785313,6.516303504,0.030588985,23.71371847,1.427224523,0.336413474,45.58369895,0.683023277,0.17631,0.71548,0.018894,0.0024955,0.020588,0.087344,0.0018717,0.22611,0.041163,0.21569,0.0209,0.36495,1.5016,0.02174,0,0.198833333,0,4.206233333,0,62.2616,0,0,33.33333333,0,0.0059653,0.063108,0.063078,0.93689,0.93096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1440,0.991010263,,,,,,,,,,,,,,,,,,,,,,,,,0.98849,9.013058752,0.22987,0.37621,12.39406122,0.040283316,6.489547959,0.030204359,24.18130418,1.409851043,0.332312974,45.43467129,0.674704906,0.17681,0.734,0.017714,0.0024779,0.020443,0.086727,0.0018584,0.23073,0.040601,0.21521,0.020752,0.36349,1.5169,0.01151,0,0.1963,0,4.109,0,62.36136667,0,0,33.33333333,0,0.005889,0.06165,0.06162,0.93835,0.93249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1450,0.999338275,,,,,,,,,,,,,,,,,,,,,,,,,0.99915,8.900224374,0.22839,0.37387,12.24135377,0.039778045,6.459825145,0.029817364,24.6591539,1.392231574,0.328152701,45.28319704,0.666266083,0.17725,0.75312,0.0166,0.00246,0.020295,0.086099,0.001845,0.23549,0.040051,0.21464,0.020602,0.36192,1.5326,0.00085,0,0.193666667,0,4.012733333,0,62.46026667,0,0,33.33333333,0,0.0058104,0.060206,0.060176,0.93979,0.93401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1460,1.000001697,,,,,,,,,,,,,,,,,,,,,,,,,1,8.891318768,0.22828,0.37368,12.22928655,0.039746952,6.457375841,0.029818299,24.69699013,1.390819909,0.327839587,45.27119614,0.665607826,0.17728,0.75465,0.015898,0.0024574,0.020274,0.08601,0.0018431,0.23576,0.039837,0.2151,0.020581,0.36224,1.5339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1470,1.000001427,,,,,,,,,,,,,,,,,,,,,,,,,1,8.891321356,0.22828,0.37368,12.22928378,0.039733411,6.457391094,0.029800058,24.69700039,1.39083116,0.327832995,45.27120641,0.665599344,0.17728,0.75465,0.015259,0.0024563,0.020264,0.085969,0.0018422,0.23565,0.039661,0.21563,0.020571,0.3627,1.5339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1480,1.000001525,,,,,,,,,,,,,,,,,,,,,,,,,1,8.891305185,0.22828,0.37368,12.2292794,0.039751276,6.457381161,0.029813457,24.69700172,1.390809104,0.327850916,45.27120049,0.66560728,0.17728,0.75465,0.014653,0.0024552,0.020255,0.085931,0.0018414,0.23554,0.039493,0.21613,0.020562,0.36314,1.5339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1490,1.000001523,,,,,,,,,,,,,,,,,,,,,,,,,1,8.891328531,0.22828,0.37368,12.22927667,0.039735936,6.457397215,0.029793856,24.69700135,1.390822521,0.327829566,45.27121314,0.665601212,0.17728,0.75465,0.014076,0.0024541,0.020246,0.085894,0.0018406,0.23544,0.039334,0.21661,0.020553,0.36355,1.5339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1500,1.00000178,,,,,,,,,,,,,,,,,,,,,,,,,1,8.891320885,0.22828,0.37368,12.22930006,0.039752118,6.457370308,0.029805989,24.69698325,1.39080576,0.32783348,45.27121506,0.66561309,0.17728,0.75465,0.013527,0.0024531,0.020238,0.085859,0.0018398,0.23535,0.039182,0.21707,0.020545,0.36395,1.5339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1510,1.000001445,,,,,,,,,,,,,,,,,,,,,,,,,1,8.891302382,0.22828,0.37368,12.22928012,0.039735129,6.45737986,0.029817552,24.69700343,1.39082676,0.327831023,45.2712117,0.665612033,0.17728,0.75465,0.013005,0.0024522,0.02023,0.085826,0.0018391,0.23525,0.039037,0.2175,0.020537,0.36432,1.5339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1520,1.000001655,,,,,,,,,,,,,,,,,,,,,,,,,1,8.891316964,0.22828,0.37368,12.2292975,0.039749829,6.457369443,0.029796161,24.69699672,1.390822523,0.327822611,45.27122936,0.66559889,0.17728,0.75465,0.012507,0.0024513,0.020223,0.085794,0.0018384,0.23517,0.0389,0.21791,0.020529,0.36468,1.5339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1530,1.000001449,,,,,,,,,,,,,,,,,,,,,,,,,1,8.891332234,0.22828,0.37368,12.22928738,0.039731383,6.457371469,0.029806646,24.6969955,1.390825456,0.327840672,45.27120318,0.665606082,0.17728,0.75465,0.012034,0.0024504,0.020216,0.085764,0.0018378,0.23508,0.038769,0.2183,0.020522,0.36502,1.5339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1540,1.000001775,,,,,,,,,,,,,,,,,,,,,,,,,1,8.891333054,0.22828,0.37368,12.22927353,0.039744725,6.457366076,0.029816655,24.69701541,1.390805828,0.327820983,45.27122125,0.665602481,0.17728,0.75465,0.011582,0.0024496,0.020209,0.085735,0.0018372,0.23501,0.038644,0.21868,0.020515,0.36535,1.5339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1550,1.000001363,,,,,,,,,,,,,,,,,,,,,,,,,1,8.891322297,0.22828,0.37368,12.22929238,0.039724989,6.457387809,0.029793742,24.69699959,1.39082898,0.327828523,45.27120094,0.665620748,0.17728,0.75465,0.011152,0.0024488,0.020202,0.085707,0.0018366,0.23493,0.038525,0.21903,0.020509,0.36566,1.5339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1560,1.000001364,,,,,,,,,,,,,,,,,,,,,,,,,1,8.891311497,0.22828,0.37368,12.2292949,0.039737125,6.457380148,0.029802843,24.69701254,1.390831827,0.327831278,45.27120101,0.665596838,0.17728,0.75465,0.010741,0.002448,0.020196,0.085681,0.001836,0.23486,0.038411,0.21937,0.020502,0.36595,1.5339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1570,1.000001587,,,,,,,,,,,,,,,,,,,,,,,,,1,8.89130643,0.22828,0.37368,12.22928902,0.039748713,6.457379735,0.029811535,24.69700537,1.390815255,0.327829457,45.27121839,0.665596093,0.17728,0.75465,0.01035,0.0024473,0.02019,0.085656,0.0018355,0.23479,0.038303,0.2197,0.020496,0.36623,1.5339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1580,1.00000125,,,,,,,,,,,,,,,,,,,,,,,,,1,8.89130999,0.22828,0.37368,12.22927871,0.039727282,6.457388673,0.02978734,24.69701857,1.390812181,0.327823163,45.27123534,0.66561875,0.17728,0.75465,0.0099761,0.0024466,0.020185,0.085633,0.001835,0.23472,0.0382,0.22001,0.020491,0.3665,1.5339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1590,1.000001392,,,,,,,,,,,,,,,,,,,,,,,,,1,8.89133085,0.22828,0.37368,12.22927589,0.039737828,6.457380774,0.029795248,24.69701125,1.390823973,0.327845202,45.27119849,0.665600493,0.17728,0.75465,0.0096194,0.002446,0.020179,0.08561,0.0018345,0.23466,0.038101,0.2203,0.020485,0.36676,1.5339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1600,1.000001621,,,,,,,,,,,,,,,,,,,,,,,,,1,8.891309802,0.22828,0.37368,12.22928852,0.039747901,6.45739272,0.029802801,24.69699944,1.390819047,0.327830811,45.27120224,0.665606723,0.17728,0.75465,0.0092787,0.0024454,0.020174,0.085588,0.001834,0.2346,0.038007,0.22059,0.02048,0.367,1.5339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,1610,1.000001199,,,,,,,,,,,,,,,,,,,,,,,,,1,8.891320503,0.22828,0.37368,12.22929601,0.039725033,6.457365808,0.029810029,24.69700723,1.390831254,0.327845297,45.27119324,0.665605599,0.17728,0.75465,0.0089531,0.0024448,0.020169,0.085567,0.0018336,0.23455,0.037917,0.22086,0.020475,0.36724,1.5339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
